adm,administracao,administrativo,ana,ano,apos,aquisitivo,aracaju,art,artigo,assinatura,assunto,atenciosamente,atribuicoes,auditor,augusto,augusto franco,cargo,cargo funcao,centro,cep,certidao,cod,comunicacao,conforme,conformidade,cpf,daf,data,decreto,desenvolvimento,desenvolvimento pessoas,dezembro,dia,dias,doc,documento,emissao,entrara,entrara gozo,es,estado sergipe,exercicio,ferias,filho,fim,fiscal,franco,funcao,geral,geral desenvolvimento,geral desenvolvimento pessoas,gerdepe,gerencia,gerencia geral,gerente,gestao,gov,governo sergipe,governo sergipe secretaria,gozo,gozo ferias,informamos,informamos vossa,informamos vossa senhoria,inicio,integrado,integrado pessoal,integrado pessoal estado,interna,jose,la,lei,lei dezembro,licenca,licenca premio,lotacao,lotado,maria,mes,nao,nascimento,neves,nome,nome servidor,notificacao,numero,obs,oficial,oliveira,orgao,pabx,pagina,partir,per,periodo,periodo aquisitivo,pessoal,pessoal estado,pessoal estado sergipe,pessoas,portaria,premio,processo,propria,referencia,referente,referente periodo,referente periodo aquisitivo,regulamentares,rua,sal,salvio,santos,sao,saude,sec,sec estado,sec estado fazenda,secretaria estado,secretaria estado fazenda,secretario,sefaz,senhor,senhoria,sergipe secretaria,sergipe secretaria estado,servico,servidor,silva,sipes,sipes sistema,sipes sistema integrado,sistema,sistema integrado,sistema integrado pessoal,ssp,tancredo,tancredo neves,tecnico,tel,telefax,tempo,termos,trabalho,tributos,unidade,uso,vossa,vossa senhoria,label
0.030897556823784804,0.06383754656217318,0.017789287083893875,0.1136360034736851,0.3763923722359454,0.010289489764637604,0.0046784532953445725,0.044389758071955006,0.04339156688933489,0.04163105998265202,0.0,0.00453633548270553,0.0,0.022245500518192483,0.09152605667332712,0.025114740541851303,0.02663600696666078,0.23074120917501953,0.025587305644754022,0.029877421792534675,0.020629265548540894,0.0,0.031086486991166836,0.0,0.020986457925460163,0.0,0.07583655271185753,0.03658847445844465,0.062188871415148124,0.01489116316665525,0.0,0.0,0.00863114275868718,0.03570779491542597,0.021959803791667527,0.004756015265880088,0.0,0.010228149105536481,0.0,0.0,0.3034630080685778,0.1453335289704897,0.167079445491655,0.03436578100505782,0.005319750919972969,0.01083341489792128,0.21293453042458266,0.040274692677704206,0.20635704662645604,0.05264724132536228,0.0,0.0,0.010576735075094448,0.0,0.0,0.0,0.0,0.010078471276219704,0.05914006833449569,0.032332999818757986,0.0,0.0,0.0,0.0,0.0,0.0,0.09456873583730376,0.0952897147703128,0.09545543831223818,0.0,0.012807458947795584,0.050660001976185885,0.08660888288036488,0.0,0.0,0.0,0.009220521161779393,0.0,0.010197799502033244,0.464298234229613,0.07805622902466972,0.0,0.04161696043422535,0.08215196885081084,0.09479357392875302,0.0,0.010327405187107837,0.005659097175008068,0.016475585517185157,0.029884070878189697,0.11032669485928175,0.05639201127291307,0.09491517743866337,0.023017992574190512,0.038857087351969764,0.04728537032321916,0.0050655515664614036,0.08439608403766892,0.10009767820059688,0.10128778787090803,0.0,0.045716650202192344,0.0,0.025706578370802573,0.0214441894991796,0.0,0.0,0.0,0.0,0.0,0.04889209136367742,0.022162795482804646,0.03759380157336928,0.0,0.09602419366488,0.0,0.1104478191109664,0.10313980289063314,0.09675860066340625,0.05009130844349671,0.03378864642461887,0.020517423049029433,0.0,0.0,0.0,0.0330661202754171,0.03331857585978138,0.08682439151371958,0.13418005186693868,0.0,0.09739306264884681,0.10132331422689565,0.09629472373043912,0.09630840677391095,0.09565523519932871,0.09592322397199313,0.03712155934364818,0.03221184376527875,0.027006052070816456,0.09621405208356267,0.04970046927438906,0.039644128996332115,0.09006222573544158,0.02219578339479209,0.02108046264353613,0.127725113393584,0.004814209947729172,0.039211617678209625,0.004378639308303047,0.0,INCORPORACAO FUNCAO
0.1203140164426439,0.036251424407250286,0.015153002364037734,0.00516243773354449,0.10027398612642037,0.017529276130403226,0.0,0.043693190180790716,0.3548270439677968,0.05910256993057269,0.0,0.02576048606082717,0.0,0.0,0.00547104181830537,0.05134286328729922,0.05445283664905444,0.10392113716644583,0.029060523980589274,0.050899470104513296,0.046858960024829914,0.07565407636016232,0.03530616365870846,0.0,0.02979394705903226,0.0,0.0,0.059364271943230205,0.4988270775799544,0.0,0.005942505971147317,0.00624190162111652,0.0,0.040554767463234234,0.23444187861881025,0.010803192614732657,0.022176875246470325,0.01161651705283888,0.0,0.0,0.09040132373769902,0.02888569036661684,0.0918187707516712,0.08294000102467101,0.06041853383352684,0.05536773703790391,0.049466913240726475,0.05145927241024892,0.02869811408722158,0.09658961736149327,0.006302159209019382,0.006330473043654304,0.006006210023702492,0.005134470497526872,0.0057587934478106895,0.006207793492195129,0.0062100528023043946,0.005723260984892152,0.009595390765301292,0.012240626004716357,0.005147678750915536,0.0,0.0,0.0,0.0,0.012703846050516995,0.0,0.0,0.0,0.10917964463631952,0.01454594215781113,0.006392953958955231,0.2913122166713259,0.0,0.10530405642267425,0.07932213444411773,0.09424902412549313,0.0,0.011582047797159824,0.03295762691201243,0.17208834919403262,0.0411905242684932,0.05317429784031392,0.017772051232764534,0.0,0.0,0.2521787921196355,0.006427262465461042,0.018711979864694007,0.04848647385937043,0.10252016959124707,0.04803499297647244,0.03971540419014835,0.0,0.09456759545020291,0.004475323484253751,0.0,0.004564380958677868,0.0,0.0,0.011420595208877123,0.0,0.10785026241729975,0.05839197354933439,0.0913313312229753,0.0,0.0,0.0,0.0,0.0,0.011105739801303477,0.031463963935227164,0.06709494075156415,0.004587741906550816,0.054529254104703134,0.10279673637998998,0.023229628730746986,0.0,0.0,0.028445348847032228,0.02790917377907179,0.0058256140057722245,0.13855333664163058,0.0,0.0,0.011266353650711379,0.011352370814831463,0.23782393875382,0.024712481972029483,0.011517586895621379,0.0,0.0,0.0,0.005756910546196232,0.0,0.0,0.07829795282218487,0.05487641437494212,0.05520933163100096,0.017253811261744828,0.06773616726578832,0.05788982461204589,0.23653929648134356,0.07562591050823259,0.041898364473752024,0.0,0.02733845164785031,0.0,0.0,0.0,APOSENTADORIA
0.0,0.23419455763534713,0.0,0.13340329006058838,0.06818932586335684,0.0,0.0,0.06513934394440915,0.0,0.0,0.15989341341717178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12108890719419713,0.04072891211904911,0.34213185474990715,0.0,0.07699096370188968,0.0,0.14642849307504321,0.0,0.19962794645681725,0.03641983501662401,0.0,0.0,0.0,0.026199538311540024,0.0,0.10468756566779569,0.03581723734311152,0.07504601865820651,0.0,0.0,0.10950344556408963,0.026658544508503954,0.0,0.0,0.03903209883606431,0.0,0.0710156423945835,0.0,0.0,0.059428240091885055,0.0,0.0,0.0,0.033170146181057465,0.03720345079057429,0.0,0.0,0.036973900929542156,0.12397793092889299,0.15815588155377067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04130030885355287,0.0488820815329668,0.0,0.0,0.0,0.03382642333453692,0.0,0.07482333741966841,0.03548594747919231,0.13475635107485825,0.1140439515833024,0.0,0.20092192385192967,0.036606305764778545,0.0,0.03788714039879564,0.0,0.08058982359172416,0.0,0.40474474489358936,0.0,0.10995979568138307,0.0,0.04072891211904911,0.0,0.0,0.08846161470689472,0.0,0.0,0.07378030757711176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17936562924816787,0.04065323906991805,0.0,0.0,0.35227455891863646,0.0,0.09004202257292693,0.0343980816268935,0.035496880597865856,0.1429283952058706,0.0,0.0,0.02983647117711446,0.0,0.0,0.14556772609817922,0.14667911700375266,0.07494685773883532,0.15964969316773742,0.03720345079057429,0.0,0.0,0.0,0.0,0.0,0.0,0.15563912081566456,0.0,0.0,0.0,0.1458649969218174,0.0,0.0,0.0,0.07733582960841376,0.0,0.0,0.0719259115587324,0.0,0.0,CHECKLIST DOCUMENTOS
0.0,0.0,0.013747659360483284,0.042152895085015546,0.3734731226943217,0.015903549097871308,0.0,0.045739533775921846,0.02682659413607606,0.0,0.0,0.02804564102743497,0.0,0.0,0.1191273134520588,0.0,0.0,0.22136037704226372,0.0,0.015392957774199878,0.02550785665829759,0.017159412472274604,0.0,0.0,0.0648738026165326,0.0,0.12338296210927295,0.0323151717099511,0.024029951739955088,0.015343964243281435,0.03234826176739364,0.03397803360174199,0.013340389637712275,0.011038072491521589,0.0,0.0,0.0150900850823451,0.031617480594476687,0.0,0.0,0.30756444530561683,0.19093474229097665,0.16660634676439465,0.013279032731509776,0.0,0.0,0.2842347866932485,0.0,0.14320102248030941,0.07511276126825972,0.03430604811892003,0.034460175576066246,0.016347518624298514,0.02794968932254888,0.0313482155202892,0.01689618233944157,0.10141398996330887,0.031154793180066098,0.026116440921006775,0.03331616123903382,0.0,0.0,0.014759839369879664,0.0,0.0,0.01728846969149331,0.08120360181517884,0.04909361209143806,0.04917899347075392,0.0,0.013196900063677876,0.0,0.020594407164026104,0.0,0.0,0.0,0.0,0.0,0.0,0.44851530135527984,0.0,0.016015872618661112,0.016080908497632905,0.10883570655861767,0.10795768089940644,0.0,0.031924303187751885,0.03498705254819229,0.016976564707107223,0.0,0.13951812999756077,0.0,0.10809617164698616,0.0,0.0,0.03654239548061927,0.0,0.13665511642035702,0.09771289117195898,0.09887464695679113,0.031084226515709492,0.01413203196099163,0.0,0.1589294865381439,0.0,0.0,0.01451804379324183,0.0,0.0,0.0,0.015113631351714342,0.0,0.0,0.0,0.016490672774565555,0.0,0.08851596956116213,0.08695310139866559,0.08973069752673019,0.09462649769305158,0.047476459400110804,0.0,0.05028136417184448,0.0,0.0,0.07155030531415559,0.07209658271195954,0.015787851657840773,0.14573363374600654,0.0,0.11091816400089194,0.09890932691159884,0.06614852854678635,0.09401389761693596,0.06570923941736412,0.04941999836595486,0.0,0.01659566057443254,0.01669634101873371,0.12522905451897942,0.015363518918283879,0.0,0.017400146431089943,0.0,0.0,0.12634454198836115,0.0,0.0,0.0,0.0,INCORPORACAO FUNCAO
0.0,0.0,0.0,0.06333374733955884,0.0647463122314787,0.0,0.0,0.20616776639547274,0.0,0.0,0.15182007943017775,0.0632068878979185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11497488930561606,0.0,0.7219043160431129,0.0,0.0,0.0,0.05561401179545227,0.0,0.16247000355605493,0.0,0.0,0.0,0.0,0.049753343836798906,0.0,0.26507115701414774,0.0,0.1425135941513887,0.07209334225115854,0.0,0.06931626699778662,0.0,0.0,0.0,0.0,0.07547352302481815,0.0674299224634157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07734485793840325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07163636038458528,0.0,0.07872999809098709,0.0,0.0,0.0,0.0,0.13624728372495248,0.15440230720663628,0.0,0.0,0.2973222411008095,0.0,0.170991246317436,0.0,0.0,0.0,0.0,0.14293943465582476,0.05665993773248511,0.0,0.0,0.0,0.0,0.14232528597366503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13849998536821942,0.0,0.0,0.0,0.0,0.0,0.0,0.06829423034108521,0.0,0.0,CHECKLIST DOCUMENTOS
0.0,0.0,0.0,0.13074175253911519,0.0,0.0,0.0,0.08511965966928609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3444170133602789,0.0,0.0,0.0,0.3009948730591353,0.3161596126646959,0.0,0.10270731862792037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10450671276850336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23297033398200406,0.31921172992124275,0.3206458587388045,0.15211077888928054,0.1300334659428703,0.1458448095141668,0.15721599803456704,0.0,0.0,0.08100295956446595,0.10333366900380277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12279482860636144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2892332478794341,0.0,0.0,0.147881085450226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1600877962354967,0.17670403403051138,0.29507415838917334,0.0,0.0,0.0,0.09510899675995547,0.0958351417432599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LICENCA PARA TRATO INTERESSE PARTICULAR
0.0,0.0,0.0,0.1147909518943677,0.0,0.0,0.0,0.07473486142415522,0.0,0.0,0.0,0.11456102209115226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13249847146334537,0.0,0.0,0.0,0.0,0.0,0.26427279214759974,0.2775873979314844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09175664854621475,0.0,0.0,0.13434546562657998,0.0,0.0,0.0,0.0,0.40909481296637956,0.28026714971978495,0.2815263114558785,0.2671058137586194,0.1141690779251271,0.12805140047342708,0.27607055461508695,0.0,0.0,0.07112040839351709,0.09072671887379853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14215246909360388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10149267886576896,0.0,0.0,0.2539461128429244,0.11545323739202851,0.0,0.2596784919327907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1020121283161838,0.0,0.0,0.0,0.0,0.0,0.07027835469409949,0.07757286358796739,0.0,0.20538965274600385,0.0,0.0,0.083505475946005,0.08414302953717243,0.0,0.0915836495488977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LICENCA PARA TRATO INTERESSE PARTICULAR
0.0,0.0,0.08637755340291607,0.0,0.0,0.0,0.0,0.1724309099210304,0.08427673056360212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08013386835250234,0.0,0.0,0.10974464668795736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06935302011062831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411361186165634,0.0,0.0,0.0,0.0,0.09399305469805501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462538306352746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10062890388375677,0.1010375290876325,0.0759803041449088,0.0,0.0,0.0,0.0,0.0,0.08291709229280829,0.0,0.0,0.19405033861207452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18992011148417043,0.0,0.0,0.15691065520019964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3984970947401983,0.0,0.11020954477310996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19306023534963782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08504357682270124,0.0,PORTARIA DISPENSA
0.0,0.0,0.0,0.19926532227748167,0.10185481923178055,0.2255379491694463,0.0,0.25946411282922577,0.0,0.22813045410926253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18087125216567795,0.12167405759974186,0.0,0.0,0.0,0.0,0.08748845954234719,0.0,0.2555875735999549,0.0,0.0,0.0,0.0,0.07826882594573432,0.2888055224093356,0.10424831102623221,0.10700085940942933,0.0,0.0,0.0,0.2180879683043579,0.0,0.0,0.0,0.0,0.11873019141221464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11045629056426891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935766525270273,0.0,0.07301546855281363,0.0,0.0,0.0,0.0,0.0,0.11176408346477346,0.0,0.20128639791172676,0.22713087766399312,0.0,0.17149618548509224,0.0,0.0,0.22636902698005051,0.0,0.12037751964735526,0.0,0.0,0.0,0.10949841948708232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11751016405759271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1770825948358876,0.11693215442387521,0.0,0.0896642186179049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34871868101114795,0.0,0.0,0.0,0.0,0.0,0.0,0.24325751721309818,0.0,0.0,0.0,0.0,0.0,0.0,CHECKLIST DOCUMENTOS
0.032049255968143266,0.2648683042245453,0.06458332497709487,0.16502046218780486,0.03374019955620381,0.0,0.0,0.0,0.0,0.0,0.039557772482078576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029957503179909934,0.04030547611975337,0.0,0.0,0.03809526559232539,0.0,0.20286861969431805,0.0,0.16933073569596385,0.03604119811148464,0.0,0.0,0.0,0.025927156185211502,0.0,0.034533062293480535,0.0708897306261773,0.0,0.0,0.0,0.03612166624463535,0.0,0.0,0.0,0.3476367330038609,0.0,0.0,0.0,0.0,0.029405198754893294,0.0,0.0,0.0,0.03282529449550525,0.03681666706512858,0.0,0.0,0.036589503707190614,0.102240834058799,0.1304263518531888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06199598514585181,0.040870932358067054,0.024186940767678286,0.0,0.0,0.0,0.03347474869796931,0.0,0.0,0.03511701968686907,0.26671072747324864,0.300955465654303,0.0,0.17042832823336806,0.036225730226283254,0.0,0.037493248730186134,0.0,0.07975197571634059,0.0,0.40053683737539264,0.0,0.0,0.0,0.04030547611975337,0.0,0.0,0.08754192816792601,0.0,0.0,0.036506627238964466,0.0,0.0,0.0,0.35033538654138596,0.0,0.0,0.0,0.0,0.0,0.03550017277768307,0.040230589801509814,0.0,0.058659984208474125,0.07746936776394336,0.16429801020744544,0.05940393693762997,0.03404046377486332,0.03512783913994758,0.14144244763931557,0.022303342887682792,0.0,0.029526277868945267,0.0,0.0,0.14405433886639105,0.14515417525468854,0.0,0.13165825291972846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770105134283861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15306362342172025,0.0,0.0,0.03558906879526131,0.0,0.0,CHECKLIST DOCUMENTOS
